authors,title,keywords,periodical,id
"Wu, SBA; Lv, T; Lu, QM; Ajmal, Z; Dong, RJ","Treatment of anaerobic digestate supernatant in microbial fuel cell coupled constructed wetlands: Evaluation of nitrogen removal, electricity generation, and bacterial community response",Aeration position; High-strength wastewater; New configuration; Recirculation; Vertical upflow constructed wetlands,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2016.11.138
"Hasik, V; Anderson, NE; Collinge, WO; Thiel, CL; Khanna, V; Wirick, J; Piacentini, R; Landis, AE; Bilec, MM",Evaluating the Life Cycle Environmental Benefits and Trade-Offs of Water Reuse Systems for Net-Zero Buildings,,ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/acs.est.6b03879
"Ahmed, MB; Zhou, JL; Ngo, HH; Guo, WS; Thomaidis, NS; Xu, J",Progress in the biological and chemical treatment technologies for emerging contaminant removal from wastewater: A critical review,Emerging contaminants; Activated sludge; Photocatalysis; Ozonation; Hybrid systems,JOURNAL OF HAZARDOUS MATERIALS,10.1016/j.jhazmat.2016.04.045
"Lv, JJ; Hou, L; Zhang, LY; Xi, BD; Mao, XH; Wu, YW",Long-term performance of aerated and planted constructed wetland treatment on domestic wastewater,Artificial aeration; Constructed wetland; Domestic water; Long-term performance,DESALINATION AND WATER TREATMENT,10.5004/dwt.2017.20256
"Wang, L; Li, T",Seasonal effects of pre-aeration on microbial processes for nitrogen removal in constructed wetlands,Pre-aeration; Anammox; Denitrification; Partial nitrification; Constructed wetland; Wastewater treatment,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-016-7958-5
"Li, H; Chi, ZF; Yan, BX; Cheng, L; Li, JZ",Nitrogen removal in wood chip combined substrate baffled subsurface-flow constructed wetlands: impact of matrix arrangement and intermittent aeration,Wood chip; Matrix arrangement; Intermittent aeration; Nitrogen removal; Baffled constructed wetlands,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-016-8227-3
"Lijo, L; Malamis, S; Gonzalez-Garcia, S; Fatone, F; Moreira, MT; Katsou, E",Technical and environmental evaluation of an integrated scheme for the co-treatment of wastewater and domestic organic waste in small communities,Decentralised treatment processes; Treated effluent reuse; Environmental profile; Nutrient removal; Resource recovery; Wastewater and domestic organic waste,WATER RESEARCH,10.1016/j.watres.2016.10.057
"Burgos, V; Araya, F; Reyes-Contreras, C; Vera, I; Vidal, G",Performance of ornamental plants in mesocosm subsurface constructed wetlands under different organic sewage loading,Constructed wetland; Organic loading rate; Ornamental plant; Sewage treatment; Tulbaghia violacea,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2016.11.058
"Li, YH; Li, HB; Xu, XY; Xiao, SY; Wang, SQ; Xu, SC",Fate of nitrogen in subsurface infiltration system for treating secondary effluent,Wastewater treatment; Natural treatment technology; Subsurface infiltration; Nitrogen; Biological process,WATER SCIENCE AND ENGINEERING,10.1016/j.wse.2017.10.002
"Salim, C; Rachmania, A; Dewi, R",Surface-flow wetland for water reclamation at Batamindo Industrial Park,,"SRIWIJAYA INTERNATIONAL CONFERENCE ON ENGINEERING, SCIENCE AND TECHNOLOGY (SICEST 2016)",10.1051/matecconf/201710104007
"Ismail, NM; Helalley, HA","Integrated Water Resources Management in Coastal Regions and Wastewater Reuse in Alexandria, Southern Mediterranean",,"WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2017: WATER, WASTEWATER, AND STORMWATER; URBAN WATERSHED MANAGEMENT; AND MUNICIPAL WATER INFRASTRUCTURE",
"Chen, J; Ying, GG; Liu, YS; Wei, XD; Liu, SS; He, LY; Yang, YQ; Chen, FR",Nitrogen removal and its relationship with the nitrogen-cycle genes and microorganisms in the horizontal subsurface flow constructed wetlands with different design parameters,Constructed wetland; denitrification; nitrification; nitrogen-cycle genes; nitrogen-cycle microorganisms; nitrogenous substances,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,10.1080/10934529.2017.1305181
"Li, HZ; Wu, J; Zhou, YF; Wang, WG; Wang, J",Effect of feeding rate and frequency on organics and nitrogen removal in VFCWs with a novel reoxygenation corridor,Vertical-flow constructed wetlands; Reoxygenation corridor; Oxygen transfer; Feeding rate; Feeding frequency,DESALINATION AND WATER TREATMENT,10.5004/dwt.2017.0039
"Lehl, HK; Ong, SA; Ho, LN; Wong, YS; Saad, FNM; Oon, YL; Oon, YS; Thung, WE; Yong, CY",Decolorization and mineralization of Amaranth dye using multiple zoned aerobic and anaerobic baffled constructed wetland,aerobic-anaerobic baffled constructed wetland; sodium benzoate; artificial wastewater treatment; Amaranth dye,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,10.1080/15226514.2017.1284748
"Patil, S; Chakraborty, S",Effects of step-feeding and intermittent aeration on organics and nitrogen removal in a horizontal subsurface flow constructed wetland,Denitrification; external aeration; nitrification; step feeding; total nitrogen removal,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,10.1080/10934529.2016.1262608
"Oon, YL; Ong, SA; Ho, LN; Wong, YS; Dahalan, FA; Oon, YS; Lehl, HK; Thung, WE; Nordin, N",Role of macrophyte and effect of supplementary aeration in up-flow constructed wetland-microbial fuel cell for simultaneous wastewater treatment and energy recovery,Up-flow constructed wetland-microbial fuel cell; Biological wastewater treatment; Aeration; Bioelectricity recovery; Normalized energy recovery,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2016.10.079
"Pascual, A; de la Varga, D; Arias, CA; Van Oirschot, D; Kilian, R; Alvarez, JA; Soto, M",Hydrolytic anaerobic reactor and aerated constructed wetland systems for municipal wastewater treatment - HIGHWET project,HUSB anaerobic digester; aerated constructed wetlands; nitrogen removal; phosphorus removal; municipal wastewater,ENVIRONMENTAL TECHNOLOGY,10.1080/09593330.2016.1188995
"Gao, Y; Xie, YW; Zhang, Q; Wang, AL; Yu, YX; Yang, LY",Intensified nitrate and phosphorus removal in an electrolysis-integrated horizontal subsurface-flow constructed wetland,Electrolysis; Nitrate removal; Horizontal subsurface-flow constructed wetland(HFCW); Phosphorus removal,WATER RESEARCH,10.1016/j.watres.2016.10.033
"Zhao, ZM; Song, XS; Xiao, YP; Zhao, YF; Gong, ZJ; Lin, FD; Ding, Y; Wang, W; Qin, TL","Influences of seasons, N/P ratios and chemical compounds on phosphorus removal performance in algal pond combined with constructed wetlands",AP-CWs; Hydraulic retention time; N-P interaction; Phosphorus removal performance,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2016.08.148
"Xiao, JB; Chu, SY; Tian, GM; Thring, RW; Cui, LZ","An Eco-tank system containing microbes and different aquatic plant species for the bioremediation of N,N-dimethylformamide polluted river waters","Eco-tank system; N,N-Dimethylformamide; Remediation",JOURNAL OF HAZARDOUS MATERIALS,10.1016/j.jhazmat.2016.07.037
"Zhai, J; Xiao, J; Rahaman, MH; John, Y; Xiao, JS",Seasonal Variation of Nutrient Removal in a Full-Scale Artificial Aerated Hybrid Constructed Wetland,aeration; horizontal subsurface flow wetland; hybrid constructed wetland; nutrient removal; seasonal variations; vertical-baffled flow wetland,WATER,10.3390/w8120551
"Lehl, HK; Ong, SA; Ho, LN; Wong, YS; Saad, FNM; Oon, YL; Oon, YS; Yong, CY; Thung, WE",Multiple aerobic and anaerobic baffled constructed wetlands for simultaneous nitrogen and organic compounds removal,Aerobic-anaerobic baffled constructed wetland; Sodium benzoate; Artificial wastewater; Nutrients,DESALINATION AND WATER TREATMENT,10.1080/19443994.2016.1189698
"Boog, J; Nivala, J; Aubron, T; Wallace, S; Sullivan, C; van Afferden, M; Muller, RA",Treatment Wetland Aeration without Electricity? Lessons Learned from the First Experiment Using a Wind-Driven Air Pump,aerated wetland; treatment wetland; domestic wastewater; horizontal flow; energy demand,WATER,10.3390/w8110502
"Ding, Y; Wang, W; Liu, XP; Song, XS; Wang, YH; Ullman, JL",Intensified nitrogen removal of constructed wetland by novel integration of high rate algal pond biotechnology,High rate algal pond; Constructed wetland; Photosynthetic aeration; Algal carbon source; Nitrogen removal,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2016.08.044
"Zhong, K; Luo, YY; Wu, ZS; He, Q; Hu, XB; Jie, QW; Li, YT; Wang, SJ",The ecological filter system for treatment of decentralized wastewater,ammonia nitrogen removal; decentralized treatment; dissolved oxygen; ecological filter; wastewater,WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2016.357
"Miranda, ST; de Matos, AT; Correa, G; Baptestini, F; Borges, AC",Evaluation of unclogging aspects in horizontal subsurface flow constructed wetlands,clogging; hydraulic conductivity; porous media; treatment system,WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2016.369
"Wang, W; Ding, Y; Wang, YH; Song, XS; Ambrose, RF; Ullman, JL",Intensified nitrogen removal in immobilized nitrifier enhanced constructed wetlands with external carbon addition,Constructed wetlands; COD/N ratio; Immobilized pellet; Biofortification; Nitrification-denitrification,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2016.06.135
"Darajeh, N; Idris, A; Masoumi, HRF; Nourani, A; Truong, P; Sairi, NA",Modeling BOD and COD removal from Palm Oil Mill Secondary Effluent in floating wetland by Chrysopogon zizanioides (L.) using response surface methodology,Biological oxygen demand (BOD); Chemical oxygen demand (COD); Vetiver; Palm Oil Mill Effluent (POME); Wastewater; Response surface methodology (RSM),JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2016.06.060
"Kadaverugu, R; Shingare, RP; Raghunathan, K; Juwarkar, AA; Thawale, PR; Singh, SK","The role of sand, marble chips and Typha latifolia in domestic wastewater treatment - a column study on constructed wetlands",Constructed wetlands; sand; marble chips; Typha latifolia; wastewater treatment,ENVIRONMENTAL TECHNOLOGY,10.1080/09593330.2016.1153156
"Butterworth, E; Richards, A; Jones, M; Mansi, G; Ranieri, E; Dotro, G; Jefferson, B",Performance of Four Full-Scale Artificially Aerated Horizontal Flow Constructed Wetlands for Domestic Wastewater Treatment,aeration; clogging; dissolved oxygen; nitrification; treatment wetlands,WATER,10.3390/w8090365
"He, K; Lv, T; Wu, SB; Guo, LC; Ajmal, Z; Luo, HZ; Dong, RJ",Treatment of Alkaline Stripped Effluent in Aerated Constructed Wetlands: Feasibility Evaluation and Performance Enhancement,horizontal flow constructed wetlands; stripped effluent; high alkalinity drainage; nitrogen removal,WATER,10.3390/w8090386
"Wu, HM; Fan, JL; Zhang, J; Ngo, HH; Guo, WS; Hu, Z; Lv, JL",Optimization of organics and nitrogen removal in intermittently aerated vertical flow constructed wetlands: Effects of aeration time and aeration rate,Constructed wetlands; Intermittent aeration; Denitrification; Nitrification; Organic matter removal,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,10.1016/j.ibiod.2016.04.031
"Koiv, M; Mahadeo, K; Brient, S; Claveau-Mallet, D; Comeau, Y",Treatment of fish farm sludge supernatant by aerated filter beds and steel slag filters-effect of organic loading rate,Aeration; Calcium-rich; Phosphorus; Precipitation; Reactive filter material; Steel slag,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2016.05.060
"Clyde, EJ; Champagne, P; Jamieson, HE; Gorman, C; Sourial, J",The use of a passive treatment system for the mitigation of acid mine drainage at the Williams Brothers Mine (California): pilot-scale study,Acid mine drainage; Sulphate reducing bacteria; Peat; Limestone drain; Passive treatment,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2016.03.145
"Nehmtow, J; Rabier, J; Giguel, R; Coulomb, B; Farnet, AM; Perissol, C; Alary, A; Laffont-Schwob, I",Evaluation of an integrated constructed wetland to manage pig manure under Mediterranean climate,Pig manure; Water preservation; Sustainable solution; Mediterranean climate; Constructed wetland; Ammonium; Aeration,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-016-6808-9
"Yan, L; Li, ZG; Wang, GX; Gao, YM; Wang, YJ; Gu, JD; Wang, WD",Diversity of ammonia-oxidizing bacteria and archaea in response to different aeration rates during cattle manure composting,Ammonia-oxidizing bacteria; Ammonia-oxidizing archaea; Aeration; amoA; Cattle manure composting,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2016.05.002
"Fan, JL; Zhang, J; Guo, WS; Liang, S; Wu, HM",Enhanced long-term organics and nitrogen removal and associated microbial community in intermittently aerated subsurface flow constructed wetlands,Vertical flow constructed wetlands; Intermittent aeration; Denitrification; Nitrification; Nitrogen removal,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2016.05.083
"Guo, LC; He, KL; Wu, SB; Sun, H; Wang, YF; Huang, X; Dong, RJ",Optimization of high-rate TN removal in a novel constructed wetland integrated with microelectrolysis system treating high-strength digestate supernatant,Horizontal flow constructed wetlands; Anaerobic digestate supernatant; Intermittent aeration; Effluent recirculation; Microelectrolysis system,JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2016.04.044
"Zapater-Pereyra, M; Kyomukama, E; Namakula, V; van Bruggen, JJA; Lens, PNL",The effect of aeration and recirculation on a sand-based hybrid constructed wetland treating low-strength domestic wastewater,Aeration; hybrid constructed wetland; low-strength domestic wastewater; nitrogen; recirculation,ENVIRONMENTAL TECHNOLOGY,10.1080/09593330.2015.1135994
"Uggetti, E; Hughes-Riley, T; Morris, RH; Newton, MI; Trabi, CL; Hawes, P; Puigagut, J; Garcia, J",Intermittent aeration to improve wastewater treatment efficiency in pilot-scale constructed wetland,Intermittent aeration; Ammonium removal; Nitrification/denitrification; Constructed wetlands; Horizontal sub-surface flow,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2016.03.195
"Tan, KC; Seng, CE; Lim, PE; Oo, CW; Lim, JW; Kew, SL",Alteration of moving bed sequencing batch reactor operational strategies for the enhancement of nitrogen removal from stabilized landfill leachate,Nitrogen removal; Stabilized landfill leachate; Moving bed sequencing batch reactor; Support media; Aeration strategy Step feeding,DESALINATION AND WATER TREATMENT,10.1080/19443994.2015.1075427
"Hong, JM; Hu, MM; Sun, R; Chen, BY",Unraveling characteristics of nutrient removal and microbial community in a novel aerated landscape - Activated sludge ecological system,Landscape-activated sludge ecological system (LASeM); Aeration rate (AR); Nutrient removal; Microbial community,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2016.04.042
"Ghnainia, L; Eloussaief, M; Zouari, K; Abbes, C","Wastewater treatment in petroleum activities: example of ""SEWAGE"" unit in the BG Tunisia Hannibal plant",,APPLIED PETROCHEMICAL RESEARCH,10.1007/s13203-015-0143-9
"Wu, HM; Fan, JL; Zhang, J; Ngo, HH; Guo, WS; Liang, S; Lv, JL; Lu, SY; Wu, WZ; Wu, SQ",Intensified organics and nitrogen removal in the intermittent-aerated constructed wetland using a novel sludge-ceramsite as substrate,Subsurface flow constructed wetlands; Domestic wastewater; Aeration; Nitrogen removal,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2016.01.051
"Butterworth, E; Richards, A; Jones, M; Brix, H; Dotro, G; Jefferson, B",Impact of aeration on macrophyte establishment in sub-surface constructed wetlands used for tertiary treatment of sewage,Aeration; Plant development; Reed beds; Nutrients; Biomass; Wastewater,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2016.01.017
"Murphy, C; Rajabzadeh, AR; Weber, KP; Nivala, J; Wallace, SD; Cooper, DJ",Nitrification cessation and recovery in an aerated saturated vertical subsurface flow treatment wetland: Field studies and microscale biofilm modeling,Aeration; Constructed wetland; Denitrification; Diffusion; Intensified wetland,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2016.02.065
"Du, X; Shi, CH; Ma, FS",Influence of intermittent aeration and organic loading rate on lab-scale constructed wetland systems treating synthetic wastewater,Oxygen supply; Photovoltaic aeration; Vertical flow; Organic loading rate; Tidal flow,DESALINATION AND WATER TREATMENT,10.1080/19443994.2015.1033649
"Bosak, V; VanderZaag, A; Crolla, A; Kinsley, C; Gordon, R",Performance of a Constructed Wetland and Pretreatment System Receiving Potato Farm Wash Water,wetlands; wastewater treatment; potato wastewater; seasonal loading; cold climate,WATER,10.3390/w8050183
"Wang, W; Ding, Y; Ullman, JL; Ambrose, RF; Wang, YH; Song, XS; Zhao, ZM",Nitrogen removal performance in planted and unplanted horizontal subsurface flow constructed wetlands treating different influent COD/N ratios,COD/N ratio; Dissolved oxygen; Horizontal subsurface flow constructed wetland; Nitrogen removal; Wetland plants,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-016-6115-5
"Wu, SB; Lei, M; Lu, QM; Guo, LC; Dong, RJ",Treatment of pig manure liquid digestate in horizontal flow constructed wetlands: Effect of aeration,Anaerobic digestion; Effluent recirculation; Farmland loading capacity; Horizontal flow constructed wetland; Intermittent aeration,ENGINEERING IN LIFE SCIENCES,10.1002/elsc.201500030
"Zou, YN; Hu, Z; Zhang, J; Xie, HJ; Liang, S; Wang, JH; Yan, RX",Attempts to improve nitrogen utilization efficiency of aquaponics through nitrifies addition and filler gradation,Aquaponics; Nitrogen utilization efficiency; System optimization; N2O emission,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-015-5898-0
"Yang, YQ; Zhan, X; Wu, SJ; Kang, ML; Guo, JN; Chen, FR",Effect of hydraulic loading rate on pollutant removal efficiency in subsurface infiltration system under intermittent operation and micro-power aeration,Subsurface wastewater infiltration system; High hydraulic loading rate; Intermittent operation; Intermittent aeration; Oxygen concentration,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2015.12.088
"Zhang, M; Wang, JM; Zhang, ZZ; Song, ZZ; Zhang, ZJ; Zhang, BY; Zhang, GQ; Wu, WM",A field pilot-scale study of biological treatment of heavy oil-produced water by biological filter with airlift aeration and hydrolytic acidification system,Heavy oil-produced water; Biological filter with airlift aeration; Refractory organic matter; Bioaugmentation; Biodegradation; Removal of total nitrogen,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-015-5721-y
"Wang, XO; Tian, YM; Zhao, XH; Wu, Q; Peng, S; Yan, LJ",Optimizing the operation of combined oxidation pond-constructed wetland ecosystems used for treating composite wastewater,Constructed wetland; Orthogonal experiment; Aeration position; Comprehensive balance method; Composite wastewater,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2015.12.029
"Saeed, T; Paul, B; Afrin, R; Al-Muyeed, A; Sun, GZ",Floating constructed wetland for the treatment of polluted river water: A pilot scale study on seasonal variation and shock load,Macrophyte; Nutrients; Organics; Pollution control; Treatment wetland,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2015.10.118
"Yan, X; Han, YP; Li, QL; Sun, JH; Su, XF",Impact of internal recycle ratio on nitrous oxide generation from anaerobic/anoxic/oxic biological nitrogen removal process,Wastewater treatment; Anaerobic-anoxic-oxic process; Biological nitrogen removal; Internal recycle ratio; Greenhouse gas; Nitrous oxide,BIOCHEMICAL ENGINEERING JOURNAL,10.1016/j.bej.2015.11.005
"Kirui, WK; Wu, SB; Kizito, S; Carvalho, PN; Dong, RJ",Pathways of nitrobenzene degradation in horizontal subsurface flow constructed wetlands: Effect of intermittent aeration and glucose addition,Constructed wetlands; Intermittent aeration; Nitrobenzene; Nitrogen; Sulphur,JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2015.10.001
"Hyun, K; Choi, J; Ki, D; Park, J; Ahn, S; Oh, H; Choung, YK","Bathroom wastewater treatment in constructed wetlands with planting, non-planting and aeration, non-aeration conditions",Greywater; Constructed wetland; Planting; Aeration; Microbial community; Apartment complex,DESALINATION AND WATER TREATMENT,10.1080/19443994.2014.997991
"Zhang, ZY; Li, WQ; Chen, QC; Li, FH",Comparison of Different Substrate Types and Hydraulic Loadings on Sewage Pollutants Removal,Sewage land treatment system; Artificial substrate; Sewage purification mechanism; Pollutant components; Adsorption kinetics; Hydraulic loading; Removal efficiency,2016 INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND ENGINEERING (ESE 2016),
"Juliardi, ARNR; Laksmono, R; Rosariawari, F; Chandra, E","DOMESTIC WASTEWATER TREATMENT MINIPLAN OF INSTITUTION USING A COMBINATION OF ""CONETRAY CASCADE AERATOR"" TECHNOLOGY AND BIOFILTER",Domestic Wastewater; Aeration; Conetray Cascade Aerator; Biofilter; Hydrilla,3RD BALI INTERNATIONAL SEMINAR ON SCIENCE & TECHNOLOGY (BISSTECH 2015),10.1051/matecconf/20165804002
"Matsuura, A; An, P; Murata, K; Inanaga, S",Effect of pre- and post-heading waterlogging on growth and grain yield of four millets,Grain yield; lysigenous aerenchyma; millet; root growth; waterlogging tolerance,PLANT PRODUCTION SCIENCE,10.1080/1343943X.2016.1146907
"Wang, H; An, XQ; Yang, Y; Bo, GZ; Zhang, YZ",Analyzing the Removal Effect of Nitrogen before and after Enhanced Aeration in Constructed Wetlands,constructed wetland; nitrogen; bottom aeration; average daily aeration time; hydraulic loading,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,10.15244/pjoes/62711
"Rout, PR; Dash, RR; Bhunia, P",Development of an integrated system for the treatment of rural domestic wastewater: emphasis on nutrient removal,,RSC ADVANCES,10.1039/c6ra08519a
"Araya, F; Vera, I; Saez, K; Vidal, G",Effects of aeration and natural zeolite on ammonium removal during the treatment of sewage by mesocosm-scale constructed wetlands,Aeration; ammonium removal; constructed wetland; natural zeolite; sewage treatment,ENVIRONMENTAL TECHNOLOGY,10.1080/09593330.2015.1133715
"Hou, LZ; Xu, X; Song, YR; Feng, CP",A two-stage soil infiltration system incorporated with heterotrophic denitrification (TSISHD) for urban runoff treatment,heterotrophic denitrification; pollutants; soil infiltration; urban runoff,HYDROLOGY RESEARCH,10.2166/nh.2015.025
"Dong, C; Huang, YH; Wang, SC; Wang, XH",Oxygen Supply and Wastewater Treatment in Subsurface-Flow Constructed Wetland Mesocosm: Role of Plant Presence,vegetation; constructed wetlands; oxygen; hydraulic loading rates,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,10.15244/pjoes/61008
"Yang, ZC; Wang, Q; Zhang, J; Xie, HJ; Feng, SP",Effect of Plant Harvesting on the Performance of Constructed Wetlands during Summer,harvesting; constructed wetlands; microbial population; structure of the microbial community,WATER,10.3390/w8010024
"Valipour, A; Ahn, YH",Constructed wetlands as sustainable ecotechnologies in decentralization practices: a review,Decentralization; Constructed wetlands; Wastewater treatment; High TDS; Cold climate,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-015-5713-y
"Matamoros, V; Rodriguez, Y; Albaiges, J",A comparative assessment of intensive and extensive wastewater treatment technologies for removing emerging contaminants in small communities,Emerging contaminants; Rotating biological contactor; Extended aeration system; Waste stabilization pond; Constructed wetlands; Removal,WATER RESEARCH,10.1016/j.watres.2015.10.058
"Dong, C; Huang, YH",A Comparison of the Oxygen Release from Roots of Thalia and Pontederia in Constructed Wetland Wastewater Treatment Systems,constructed wetland; vegetation; oxygen release,PROCEEDINGS OF THE 2016 INTERNATIONAL CONFERENCE ON BIOLOGICAL ENGINEERING AND PHARMACY (BEP 2016),
"Derry, C; Maheshwari, B","Wastewater treatment by a modular, domestic-scale reedbed system for safe horticultural irrigation",Onsite wastewater treatment; Decentralised wastewater treatment; Treatment wetland; Treatment reedbed; Wastewater irrigation; Faecal indicator bacteria; Disinfection by-product,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2015.08.010
"Tuncsiper, B; Drizo, A; Twohig, E","Constructed wetlands as a potential management practice for cold climate dairy effluent treatment - VT, USA",Cold climate; Constructed wetlands; Dairy effluents; Organic matter; Vermont; US,CATENA,10.1016/j.catena.2015.07.028
"Chouinard, A; Anderson, BC; Wootton, BC; Huang, JJ",Comparative study of cold-climate constructed wetland technology in Canada and northern China for water resource protection,ecologically engineered systems; constructed wetlands; cold climate; water resource protection; Canada; northern China,ENVIRONMENTAL REVIEWS,10.1139/er-2014-0082
"Arias, CA; Oirschot, DV; Kilian, R; Pascual, A; Carvalho, P; Lv, T; Zhang, Y; Brix, H; Alvarez, JA",Design and performance evaluation of a highly loaded aerated treatment wetland managing effluents from a food processing industry in Denmark,aerated system; engineered treatment wetland; horizontal flow; industrial wastewater; kinetic constant; vertical flow,WATER PRACTICE AND TECHNOLOGY,10.2166/wpt.2015.074
"Suneethi, S; Keerthiga, G; Soundhar, R; Kanmani, M; Boobalan, T; Krithika, D; Philip, L",Qualitative evaluation of small scale municipal Wastewater Treatment Plants (WWTPs) in South India,DEWATS; municipal wastewater; qualitative evaluation; South India,WATER PRACTICE AND TECHNOLOGY,10.2166/wpt.2015.087
"Wang, XO; Tian, YM; Zhao, XH; Peng, S; Wu, Q; Yan, LJ","Effects of aeration position on organics, nitrogen and phosphorus removal in combined oxidation pond-constructed wetland systems",Constructed wetland; Oxidation pond; Aeration position; Artificial aeration,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2015.08.150
"Collison, RS; Grismer, ME",Nitrogen and COD Removal from Septic Tank Wastewater in Subsurface Flow Constructed Wetlands: Plants Effects,constructed wetlands; biofilms; wastewater treatment,WATER ENVIRONMENT RESEARCH,10.2175/106143013X13807328848090
"Jensen, CD; Gujarathi, NP",Characterization of a macrophyte microcosm as a surface water treatment system for antibiotics,natural water treatment systems; phytoremediation; antibiotics; biomass,ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY,10.1002/ep.12158
"Kirui, WK; Wu, SB; Lei, M; Dong, RJ",Nitrobenzene degradation pathways and their interaction with sulfur and nitrogen transformations in horizontal subsurface flow constructed wetlands,Constructed wetlands; Aeration; Nitrobenzene degradation; Nitrogen; Sulfur,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2015.07.021
"Svensson, H; Ekstam, B; Marques, M; Hogland, W",Removal of organic pollutants from oak leachate in pilot scale wetland systems: How efficient are aeration and vegetation treatments?,Constructed wetland; Wood leachate; COD; Aeration,WATER RESEARCH,10.1016/j.watres.2015.07.017
"Wang, HL; Ji, GD; Bai, XY",Enhanced long-term ammonium removal and its ranked contribution of microbial genes associated with nitrogen cycling in a lab-scale multimedia biofilter,Biofilter; Functional gene; Nitrogen transformation; Path analysis; Quantitative relationship,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2015.07.055
"Cheng, H; Wang, YS; Fei, J; Jiang, ZY; Ye, ZH","Differences in root aeration, iron plaque formation and waterlogging tolerance in six mangroves along a continues tidal gradient",Mangrove; Root aeration; Iron plaque; Waterlogging,ECOTOXICOLOGY,10.1007/s10646-015-1474-0
"Xu, J; Lo, SL; Chen, HM; Ding, KQ; Gong, R",Pollutant Removal by Gravel Contact Oxidation Treatment System in Taipei,,JOURNAL OF RESIDUALS SCIENCE & TECHNOLOGY,10.12783/issn.1544-8053/12/4/2
"Wu, HM; Fan, JL; Zhang, J; Ngo, HH; Guo, WS; Liang, S; Hu, Z; Liu, H",Strategies and techniques to enhance constructed wetland performance for sustainable wastewater treatment,Constructed wetlands; Wastewater treatment; Enhancing strategies; Intensifying techniques; Sustainable performance,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-015-5151-x
"Labella, A; Caniani, D; Hughes-Riley, T; Morris, RH; Newton, MI; Hawes, P; Puigagut, J; Garca, J; Uggetti, E",Assessing the economic suitability of aeration and the influence of bed heating on constructed wetlands treatment efficiency and life-span,Artificial aeration; Heating; Wastewater treatment; Clogging; Constructed wetlands,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2015.06.028
